farm_id,region,latitude,longitude,farm_size_ha,soil_ph,soil_organic_carbon_pct,clay_pct,annual_rainfall_mm,avg_temp_c,ndvi,evi,tree_density_per_ha,water_depth_cm,fertilizer_n_kg_ha,residue_management,irrigation,rice_variety,planting_date,harvest_date,rice_yield_t_ha,carbon_stock_tco2e_ha,ch4_emission_kg_ha
903,Terai Nepal,27.36367,84.375601,0.871,6.34,0.83,17.9,1235,26.3,0.399,0.227,84,6.5,94.4,mulched,flood,IR64,2024-06-25,2024-10-06,4.003,5.773,323.5
904,Mekong Delta,9.924055,105.13893,3.173,6.1,1.45,20.3,1015,22.2,0.722,0.557,22,0.4,118.1,removed,alternate_wetting_drying,Swarna,2024-06-18,2024-10-06,5.512,6.951,194.2
905,Terai Nepal,27.246178,84.37183,3.093,6.86,0.81,35.3,1026,30.4,0.621,0.535,58,9.2,172.9,removed,flood,Samba Mahsuri,2024-07-05,2024-11-06,5.579,5.771,381.6
906,Mekong Delta,9.741429,105.277898,0.643,7.3,2.0,17.7,957,28.6,0.857,0.677,35,4.4,46.9,removed,flood,Naveen,2024-07-01,2024-10-25,5.91,9.369,271.7
907,Eastern UP,26.256588,83.400125,1.653,6.17,0.83,20.9,947,26.6,0.56,0.529,54,6.4,149.5,incorporated,flood,IR64,2024-06-30,2024-10-09,4.902,6.663,438.6
908,Terai Nepal,27.927403,83.763207,6.411,5.94,0.99,29.9,1376,26.2,0.781,0.621,44,4.5,68.6,mulched,flood,MTU1010,2024-06-24,2024-10-02,5.518,6.867,437.0
909,Indo-Gangetic Plain,26.694939,81.847422,0.292,5.68,1.74,34.9,1394,28.3,0.772,0.689,48,2.7,83.9,removed,flood,Samba Mahsuri,2024-07-23,2024-11-11,6.119,8.975,314.5
910,Indo-Gangetic Plain,25.915964,81.700994,0.347,5.56,1.9,32.5,1385,29.9,0.724,0.628,30,10.1,135.7,incorporated,flood,Samba Mahsuri,2024-07-02,2024-10-03,6.196,9.139,441.7
911,Eastern UP,25.971931,82.784042,0.614,6.12,0.65,23.9,1189,26.3,0.663,0.586,66,5.7,73.1,mulched,flood,MTU1010,2024-06-23,2024-10-16,5.357,5.675,347.3
912,Mekong Delta,10.426822,105.812318,0.813,6.47,2.18,13.1,623,25.7,0.64,0.58,69,5.6,68.8,incorporated,flood,Samba Mahsuri,2024-06-29,2024-10-17,5.322,9.173,370.8
913,Eastern UP,26.183164,83.013875,1.076,6.33,1.05,22.3,1023,26.7,0.577,0.466,44,2.9,87.0,incorporated,drip,MTU1010,2024-07-10,2024-10-27,5.316,6.018,235.1
914,Terai Nepal,26.999411,83.866458,0.911,5.97,0.85,25.1,983,27.2,0.604,0.496,66,7.5,135.1,removed,alternate_wetting_drying,IR64,2024-07-13,2024-11-06,5.631,6.956,216.3
915,Mekong Delta,10.051589,105.326625,2.058,5.99,1.33,22.4,1279,26.9,0.552,0.397,22,6.9,30.6,incorporated,alternate_wetting_drying,Swarna,2024-07-02,2024-10-27,4.592,6.854,301.9
916,Mekong Delta,10.036767,105.34531,2.776,6.08,1.31,38.5,949,29.1,0.712,0.614,20,2.8,100.1,mulched,alternate_wetting_drying,Naveen,2024-06-20,2024-10-16,5.609,8.785,224.4
917,Coastal Andhra,16.509173,81.088944,0.876,6.7,1.46,8.5,1619,28.2,0.817,0.631,42,7.6,69.8,incorporated,alternate_wetting_drying,IR64,2024-06-30,2024-10-19,5.99,8.44,350.6
918,Eastern UP,26.097351,82.649781,0.781,7.2,0.76,26.7,1143,28.3,0.547,0.443,49,5.7,92.8,incorporated,flood,Swarna,2024-07-08,2024-10-21,4.649,4.951,389.5
919,Eastern UP,26.133538,82.850929,2.204,5.95,0.93,36.2,1331,24.5,0.654,0.459,48,4.6,121.3,mulched,alternate_wetting_drying,Samba Mahsuri,2024-07-08,2024-11-01,5.544,6.565,291.0
920,Terai Nepal,27.613557,84.188931,1.621,6.32,2.16,38.2,1270,26.5,0.632,0.515,44,8.4,106.8,incorporated,flood,IR64,2024-06-25,2024-10-12,5.403,8.972,422.7
921,Coastal Andhra,16.256839,81.385367,1.324,6.46,1.25,16.5,1730,27.4,0.669,0.573,4,3.0,47.2,removed,drip,MTU1010,2024-06-21,2024-10-12,5.503,6.622,204.0
922,Terai Nepal,27.585595,84.223592,0.892,6.49,1.04,24.2,1452,28.7,0.376,0.226,36,6.2,75.7,removed,drip,MTU1010,2024-07-04,2024-10-26,4.17,5.9,184.4
923,Terai Nepal,27.312586,84.046028,0.487,5.46,1.54,5.7,906,22.5,0.592,0.47,47,12.2,128.0,incorporated,flood,Naveen,2024-06-25,2024-10-09,5.224,7.302,430.8
924,Coastal Andhra,16.456515,81.169423,3.3,6.63,2.07,16.0,400,25.8,0.55,0.524,77,1.0,110.4,incorporated,flood,IR64,2024-07-25,2024-11-26,5.401,8.475,309.9
925,Eastern UP,26.475732,83.316739,1.006,5.58,1.9,38.7,998,29.3,0.61,0.435,32,10.9,117.5,removed,flood,MTU1010,2024-07-22,2024-11-04,4.863,8.184,333.7
926,Indo-Gangetic Plain,26.663446,81.551597,2.52,6.57,1.58,30.3,1374,24.0,0.79,0.676,33,4.6,102.7,incorporated,alternate_wetting_drying,Naveen,2024-07-06,2024-10-26,5.863,8.669,298.5
927,Eastern UP,26.625509,82.313232,1.955,6.93,1.47,26.8,1365,29.2,0.563,0.448,40,1.7,115.1,mulched,drip,MTU1010,2024-06-29,2024-10-04,5.319,6.974,180.0
928,Eastern UP,26.180672,82.795184,1.401,6.13,1.81,17.9,1159,24.3,0.59,0.516,41,2.3,132.5,mulched,alternate_wetting_drying,Swarna,2024-07-03,2024-10-28,4.971,8.142,245.5
929,Terai Nepal,27.426454,83.778512,1.817,7.07,1.18,20.6,1360,28.8,0.836,0.766,66,5.3,29.3,mulched,flood,IR64,2024-07-20,2024-11-16,5.783,7.919,339.6
930,Coastal Andhra,16.209902,81.402404,1.645,5.5,2.03,21.2,1498,26.2,0.586,0.49,98,11.0,71.3,mulched,drip,Naveen,2024-07-17,2024-11-12,5.2,10.059,303.4
931,Coastal Andhra,16.524415,81.382517,1.632,5.84,1.3,18.5,1041,29.8,0.674,0.597,14,2.7,87.9,incorporated,flood,Samba Mahsuri,2024-07-21,2024-11-30,5.246,6.128,327.7
932,Terai Nepal,27.537463,84.122393,2.482,6.03,1.6,11.1,1219,26.4,0.563,0.415,70,8.2,103.3,mulched,flood,IR64,2024-06-22,2024-10-10,5.163,7.104,343.1
933,Coastal Andhra,17.022836,81.139695,2.875,6.97,1.06,39.1,1297,27.0,0.64,0.518,16,7.7,105.4,incorporated,flood,Swarna,2024-06-29,2024-10-18,5.543,5.509,426.1
934,Coastal Andhra,16.605911,81.070453,0.462,5.49,0.64,26.0,1532,28.5,0.791,0.663,14,6.3,106.4,removed,flood,Samba Mahsuri,2024-07-03,2024-10-22,6.089,5.63,293.1
935,Mekong Delta,10.252922,105.665929,1.099,7.05,1.64,20.1,1258,30.8,0.689,0.63,16,0.6,18.3,removed,flood,Swarna,2024-06-30,2024-10-07,5.449,8.254,285.1
936,Coastal Andhra,16.553922,81.573567,1.256,7.2,1.09,28.7,1220,33.0,0.632,0.493,50,8.4,112.1,mulched,alternate_wetting_drying,Naveen,2024-07-08,2024-10-28,4.959,6.952,275.3
937,Indo-Gangetic Plain,26.457168,81.596698,1.814,5.56,1.71,20.9,1037,27.7,0.546,0.432,26,3.3,104.2,incorporated,flood,Swarna,2024-06-23,2024-10-25,5.467,7.26,375.3
938,Terai Nepal,27.415049,84.281573,0.858,6.78,1.72,33.3,1622,26.3,0.735,0.63,51,5.8,108.9,incorporated,drip,IR64,2024-07-04,2024-10-23,5.979,8.161,259.8
939,Indo-Gangetic Plain,26.354291,81.431358,1.565,6.81,0.97,32.1,722,28.7,0.689,0.624,55,2.4,128.7,removed,alternate_wetting_drying,MTU1010,2024-07-10,2024-10-30,5.763,7.405,224.5
940,Eastern UP,26.248003,83.203234,7.439,7.15,0.89,17.6,1188,25.9,0.66,0.543,51,0.0,63.6,incorporated,alternate_wetting_drying,IR64,2024-07-12,2024-11-04,5.049,5.82,245.3
941,Eastern UP,26.015787,83.048043,0.679,6.02,1.38,19.8,1471,30.9,0.69,0.585,2,7.2,50.0,incorporated,alternate_wetting_drying,Swarna,2024-06-30,2024-10-27,5.038,6.729,289.1
942,Indo-Gangetic Plain,26.115027,81.726679,3.249,6.11,1.1,27.4,879,30.4,0.651,0.563,71,7.7,158.8,incorporated,alternate_wetting_drying,Swarna,2024-06-30,2024-11-15,5.51,7.501,347.6
943,Eastern UP,26.173856,82.856255,1.804,6.16,0.31,5.0,1350,26.3,0.77,0.65,51,3.6,108.3,incorporated,flood,Swarna,2024-07-20,2024-11-06,5.886,4.852,355.6
944,Eastern UP,25.586712,82.534887,0.486,6.9,0.2,18.3,970,26.3,0.427,0.307,13,8.4,68.2,mulched,flood,Naveen,2024-07-04,2024-10-20,3.683,3.17,310.4
945,Coastal Andhra,16.617682,80.931016,1.557,7.39,1.04,30.5,1358,26.1,0.762,0.682,56,4.3,91.5,incorporated,flood,Swarna,2024-07-14,2024-12-03,5.642,7.012,394.0
946,Indo-Gangetic Plain,26.375763,81.783952,0.822,6.36,1.42,32.8,1238,30.5,0.664,0.654,16,7.1,78.6,incorporated,flood,IR64,2024-07-01,2024-11-06,5.373,6.868,396.9
947,Terai Nepal,27.524911,84.126635,2.094,7.28,1.34,14.3,1119,24.5,0.854,0.654,61,7.6,98.8,mulched,flood,MTU1010,2024-07-08,2024-11-01,6.404,7.901,358.9
948,Eastern UP,26.078714,82.907102,2.936,5.95,0.65,15.3,1086,27.1,0.727,0.689,52,3.2,86.2,mulched,alternate_wetting_drying,IR64,2024-07-17,2024-10-19,5.883,5.474,244.8
949,Mekong Delta,10.14349,105.510081,1.538,6.43,0.88,15.4,484,26.5,0.832,0.696,50,2.8,124.9,incorporated,alternate_wetting_drying,Naveen,2024-07-03,2024-10-24,6.473,6.646,202.1
950,Terai Nepal,27.530965,83.78634,0.121,7.14,0.36,30.9,1209,32.3,0.77,0.695,27,9.5,38.3,mulched,flood,Samba Mahsuri,2024-07-06,2024-11-02,5.373,4.896,359.2
951,Coastal Andhra,16.56475,80.809107,1.288,6.57,1.29,33.5,1669,25.5,0.613,0.522,12,2.0,109.7,removed,drip,Naveen,2024-07-24,2024-11-28,4.933,6.62,193.6
952,Indo-Gangetic Plain,26.305493,81.499665,2.046,6.43,1.05,19.5,1761,27.9,0.716,0.608,51,9.2,81.2,incorporated,alternate_wetting_drying,Swarna,2024-06-20,2024-10-20,5.295,7.968,303.0
953,Terai Nepal,27.724894,83.856698,1.338,6.37,0.2,31.7,1430,25.8,0.727,0.671,23,5.7,65.6,removed,flood,Naveen,2024-07-03,2024-11-01,5.054,3.868,256.8
954,Terai Nepal,27.16388,83.818837,2.254,6.64,1.38,12.4,1255,27.8,0.84,0.741,35,2.7,92.1,mulched,drip,Samba Mahsuri,2024-07-03,2024-10-31,6.072,7.947,197.6
955,Mekong Delta,9.974575,105.204576,4.2,7.03,0.74,22.6,1029,25.8,0.754,0.671,92,0.0,89.0,mulched,alternate_wetting_drying,IR64,2024-06-21,2024-09-24,5.568,6.383,213.5
956,Terai Nepal,27.528739,83.867419,0.572,6.93,1.07,33.6,1478,30.3,0.589,0.536,75,5.3,137.2,incorporated,drip,MTU1010,2024-06-23,2024-10-16,5.398,7.137,266.1
957,Mekong Delta,9.97123,105.25393,0.606,7.03,1.34,29.4,1389,27.5,0.525,0.415,39,4.4,57.0,incorporated,flood,Samba Mahsuri,2024-06-19,2024-10-12,4.54,6.75,355.7
958,Indo-Gangetic Plain,26.753459,82.044104,1.735,5.89,1.02,24.4,1529,25.6,0.647,0.475,108,2.4,94.9,removed,flood,Swarna,2024-06-19,2024-10-18,5.133,8.117,284.1
959,Terai Nepal,27.12962,84.302622,1.163,6.94,0.79,13.9,1416,30.2,0.545,0.394,20,0.1,110.5,removed,flood,Naveen,2024-06-25,2024-11-05,4.802,4.721,283.4
960,Coastal Andhra,16.906113,81.642408,1.023,5.91,1.04,13.2,1134,26.1,0.737,0.748,26,2.8,131.5,removed,drip,Samba Mahsuri,2024-06-23,2024-09-26,5.907,6.545,145.0
961,Terai Nepal,27.129892,84.075699,1.497,5.91,0.91,6.6,1613,23.8,0.715,0.617,77,2.6,92.1,incorporated,flood,Naveen,2024-06-18,2024-10-19,5.878,6.149,376.5
962,Terai Nepal,27.671908,83.959217,2.42,6.98,1.76,32.8,1270,23.9,0.608,0.534,22,3.3,38.7,removed,drip,IR64,2024-07-13,2024-11-10,5.147,8.144,121.8
963,Eastern UP,26.140817,83.112583,0.962,6.39,1.24,16.6,1315,27.3,0.634,0.488,42,7.0,48.4,incorporated,flood,MTU1010,2024-07-13,2024-10-24,4.805,7.067,416.3
964,Eastern UP,26.388271,82.636728,0.736,6.52,0.63,20.8,1573,28.8,0.75,0.699,1,3.7,8.5,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-09,2024-11-12,5.596,4.318,202.7
965,Terai Nepal,27.316218,84.037428,1.55,6.95,1.06,35.1,1328,22.9,0.87,0.818,92,4.5,78.0,removed,flood,IR64,2024-07-08,2024-11-01,6.524,7.743,281.4
966,Mekong Delta,10.663983,105.561497,1.336,6.3,0.73,38.8,1762,24.8,0.64,0.563,34,8.6,44.1,incorporated,drip,Naveen,2024-07-09,2024-10-17,5.3,6.0,288.1
967,Indo-Gangetic Plain,26.865139,81.543338,0.991,6.46,0.2,14.1,955,29.4,0.565,0.506,65,0.1,17.5,incorporated,flood,Samba Mahsuri,2024-07-01,2024-10-31,4.917,3.667,262.7
968,Eastern UP,25.871169,82.866116,1.253,6.28,1.29,28.7,400,22.2,0.548,0.434,25,11.9,121.3,removed,alternate_wetting_drying,MTU1010,2024-07-24,2024-11-10,4.785,6.902,262.7
969,Indo-Gangetic Plain,26.628035,81.615595,0.546,6.69,2.14,18.5,983,26.2,0.491,0.364,67,6.4,84.1,incorporated,alternate_wetting_drying,MTU1010,2024-06-24,2024-10-07,4.911,9.098,340.7
970,Terai Nepal,27.3561,83.884975,0.699,6.21,1.14,22.5,1329,25.8,0.835,0.787,31,6.2,111.6,mulched,flood,IR64,2024-06-22,2024-10-16,6.164,7.939,346.4
971,Coastal Andhra,16.525669,81.1348,0.616,7.23,1.03,30.5,1650,25.3,0.724,0.603,10,8.6,93.5,incorporated,flood,MTU1010,2024-06-29,2024-11-02,5.417,7.134,443.5
972,Indo-Gangetic Plain,26.425439,82.294046,0.692,5.85,1.24,5.0,1599,23.7,0.868,0.808,9,6.7,108.4,mulched,flood,Swarna,2024-07-10,2024-11-03,6.772,8.254,350.4
973,Coastal Andhra,16.407095,81.045138,1.34,6.11,1.16,25.7,1548,30.4,0.578,0.492,65,4.5,115.0,incorporated,alternate_wetting_drying,Naveen,2024-07-14,2024-10-31,4.991,6.865,309.3
974,Eastern UP,26.046492,83.230167,1.874,6.97,0.77,14.0,1083,27.0,0.621,0.615,88,4.2,96.0,incorporated,flood,Naveen,2024-07-17,2024-11-13,5.282,5.874,411.8
975,Eastern UP,25.747932,82.938653,0.424,7.02,1.2,31.7,620,26.3,0.67,0.676,61,4.0,28.6,removed,alternate_wetting_drying,MTU1010,2024-06-29,2024-10-21,5.316,7.873,204.7
976,Eastern UP,26.934425,83.216646,0.838,5.66,1.4,5.9,1406,23.5,0.534,0.574,48,5.8,91.0,incorporated,alternate_wetting_drying,Naveen,2024-06-17,2024-10-27,5.224,6.818,293.5
977,Mekong Delta,9.924406,105.833367,3.418,6.34,0.88,38.3,1330,27.1,0.517,0.346,47,5.0,109.0,removed,alternate_wetting_drying,Naveen,2024-07-05,2024-10-29,4.03,6.32,245.7
978,Eastern UP,25.991215,83.013889,1.982,6.44,1.03,38.7,1417,28.6,0.546,0.399,47,2.0,114.4,incorporated,flood,Naveen,2024-06-23,2024-09-21,4.446,5.88,411.2
979,Terai Nepal,27.432007,83.810743,2.383,7.74,1.27,34.4,1303,28.9,0.51,0.435,54,8.6,61.4,mulched,flood,MTU1010,2024-06-15,2024-10-05,4.478,7.142,329.5
980,Mekong Delta,10.51195,105.657263,1.694,6.91,2.58,24.0,1630,24.9,0.748,0.559,43,0.0,109.8,mulched,alternate_wetting_drying,Naveen,2024-07-02,2024-10-09,6.36,10.465,227.1
981,Mekong Delta,9.697569,105.86276,2.564,5.65,0.82,17.8,1578,25.5,0.733,0.666,71,8.5,148.4,removed,flood,IR64,2024-07-03,2024-11-13,5.805,6.084,365.5
982,Eastern UP,25.950478,83.002953,0.819,7.11,0.91,19.4,1428,32.4,0.59,0.553,73,5.6,107.6,incorporated,drip,IR64,2024-07-05,2024-10-24,4.668,6.241,248.9
983,Indo-Gangetic Plain,26.867267,81.895273,1.008,6.67,0.2,6.8,1373,26.4,0.631,0.564,38,8.6,94.6,incorporated,flood,Swarna,2024-07-15,2024-11-12,5.466,3.507,432.8
984,Terai Nepal,28.103996,83.842934,0.655,5.82,1.09,15.0,1702,27.5,0.767,0.682,16,1.1,58.2,mulched,alternate_wetting_drying,MTU1010,2024-07-08,2024-10-25,5.821,7.125,260.4
985,Mekong Delta,10.064911,105.772635,1.245,6.5,0.2,38.2,1149,27.6,0.681,0.619,38,2.7,138.4,mulched,flood,Samba Mahsuri,2024-06-13,2024-10-09,5.91,3.754,336.1
986,Terai Nepal,27.761154,83.843382,2.065,6.74,1.82,21.2,1111,27.4,0.643,0.504,39,1.8,137.4,incorporated,flood,Swarna,2024-07-24,2024-11-06,5.589,7.844,408.7
987,Terai Nepal,27.330888,84.032044,2.121,7.22,0.6,7.2,1433,27.3,0.67,0.53,24,4.3,108.3,removed,alternate_wetting_drying,Samba Mahsuri,2024-06-25,2024-10-24,5.359,4.071,242.6
988,Eastern UP,25.691416,82.450225,1.582,6.42,1.72,33.1,1187,23.4,0.506,0.495,41,3.0,83.7,incorporated,alternate_wetting_drying,Swarna,2024-07-06,2024-11-04,5.106,7.59,274.0
989,Terai Nepal,27.044819,84.283258,0.706,5.74,1.55,17.3,1020,30.5,0.712,0.582,10,7.1,80.3,incorporated,drip,Swarna,2024-06-30,2024-10-11,6.083,8.3,248.4
990,Terai Nepal,27.346881,83.706404,1.69,6.82,0.97,43.0,1210,27.0,0.657,0.591,20,3.9,112.2,incorporated,flood,MTU1010,2024-06-16,2024-10-08,5.447,6.204,400.8
991,Mekong Delta,9.276993,105.798822,0.799,6.33,1.22,14.0,827,27.5,0.877,0.825,21,1.3,82.1,incorporated,flood,MTU1010,2024-06-25,2024-10-17,5.878,7.964,339.4
992,Coastal Andhra,16.965983,81.475917,0.875,6.74,1.68,26.5,1083,26.8,0.663,0.56,55,1.9,67.3,removed,alternate_wetting_drying,Samba Mahsuri,2024-07-01,2024-11-07,5.048,8.706,159.7
993,Indo-Gangetic Plain,26.381766,81.913884,4.621,6.51,1.99,32.3,1168,25.4,0.744,0.683,35,7.0,81.6,removed,flood,Samba Mahsuri,2024-07-01,2024-10-22,5.718,8.138,306.4
994,Eastern UP,25.864882,82.856285,1.226,6.58,0.2,31.5,1113,31.8,0.507,0.45,39,6.2,21.7,removed,flood,MTU1010,2024-06-26,2024-10-08,4.207,3.807,301.6
995,Eastern UP,25.986427,83.257012,1.865,6.74,1.62,35.3,1498,29.4,0.506,0.501,25,3.6,122.5,incorporated,flood,MTU1010,2024-07-04,2024-10-22,5.526,8.103,395.5
996,Indo-Gangetic Plain,26.368484,82.132643,2.222,6.91,0.24,19.3,856,23.5,0.648,0.654,69,7.2,146.7,incorporated,flood,MTU1010,2024-06-24,2024-10-20,5.564,4.864,404.3
997,Indo-Gangetic Plain,26.385653,82.07266,1.298,7.13,1.25,21.6,744,27.2,0.642,0.643,19,3.2,69.1,removed,flood,MTU1010,2024-07-04,2024-10-27,5.023,6.693,226.1
998,Mekong Delta,10.098596,105.057814,2.83,6.19,1.01,33.7,1383,32.0,0.534,0.481,15,5.4,80.5,removed,flood,Samba Mahsuri,2024-06-28,2024-10-06,4.93,5.511,287.8
999,Indo-Gangetic Plain,26.853021,82.225701,1.743,7.43,0.71,20.3,1078,23.7,0.554,0.508,5,2.3,87.7,removed,flood,Samba Mahsuri,2024-07-22,2024-11-19,5.01,4.379,235.8
1000,Terai Nepal,27.763373,83.63034,1.419,5.94,0.36,32.8,1472,28.1,0.628,0.591,15,2.1,81.8,removed,alternate_wetting_drying,IR64,2024-07-15,2024-11-08,4.844,3.295,166.9
1001,Coastal Andhra,16.229811,81.128361,0.833,6.2,1.12,39.4,1336,30.1,0.652,0.488,50,2.6,127.0,mulched,alternate_wetting_drying,Samba Mahsuri,2024-07-19,2024-11-30,5.085,6.239,223.1
1002,Coastal Andhra,16.742476,81.366151,0.729,7.41,1.87,7.2,1478,26.4,0.685,0.626,48,1.7,61.9,incorporated,flood,MTU1010,2024-07-10,2024-11-05,5.467,9.577,333.6
1003,Mekong Delta,10.134054,105.988412,0.987,6.54,1.29,21.3,604,28.1,0.9,0.75,93,7.7,84.7,removed,flood,IR64,2024-07-11,2024-11-14,6.713,8.878,306.9
1004,Coastal Andhra,16.294637,81.655837,1.277,6.8,1.45,28.8,1214,29.5,0.795,0.798,9,3.4,51.0,removed,flood,MTU1010,2024-06-27,2024-10-16,6.363,6.907,253.2
1005,Indo-Gangetic Plain,26.534465,81.965348,1.908,6.01,1.29,19.2,1401,24.2,0.728,0.618,13,10.2,109.5,removed,alternate_wetting_drying,Naveen,2024-06-24,2024-10-15,5.549,7.223,263.0
1006,Mekong Delta,9.923735,105.305017,1.48,5.86,1.11,24.9,1191,27.2,0.55,0.486,26,0.1,102.0,incorporated,alternate_wetting_drying,Swarna,2024-07-13,2024-11-03,4.699,5.783,285.8
1007,Coastal Andhra,16.307919,81.291998,1.692,5.62,0.68,5.0,1268,31.7,0.567,0.477,70,5.8,55.9,removed,alternate_wetting_drying,IR64,2024-07-20,2024-12-06,4.41,5.448,221.3
1008,Indo-Gangetic Plain,26.867113,81.640323,3.472,7.15,1.83,40.7,1537,26.2,0.83,0.775,25,3.6,101.7,removed,flood,Samba Mahsuri,2024-06-25,2024-11-02,6.452,8.756,327.9
1009,Coastal Andhra,17.67084,81.892204,1.076,6.75,1.8,12.1,1406,29.5,0.693,0.524,48,8.3,98.3,incorporated,alternate_wetting_drying,Samba Mahsuri,2024-06-19,2024-10-08,5.988,9.369,301.3
1010,Coastal Andhra,16.597806,81.342608,1.38,6.98,1.0,31.3,1550,26.4,0.747,0.666,10,0.9,106.1,removed,flood,MTU1010,2024-06-16,2024-10-22,5.685,5.875,325.1
1011,Mekong Delta,10.049561,105.987464,1.992,5.44,1.89,37.0,1662,29.8,0.587,0.58,74,7.3,21.0,incorporated,flood,MTU1010,2024-06-25,2024-10-02,4.919,9.079,364.4
1012,Mekong Delta,10.058873,105.229956,0.939,6.04,1.91,32.8,1211,25.6,0.555,0.449,91,5.0,132.1,removed,alternate_wetting_drying,Naveen,2024-07-07,2024-10-14,5.47,9.069,238.2
1013,Mekong Delta,9.77403,105.367762,2.934,7.2,1.3,5.0,1953,27.0,0.612,0.539,54,6.2,123.3,incorporated,flood,IR64,2024-06-25,2024-10-15,5.19,7.464,427.2
1014,Mekong Delta,10.667372,105.902348,0.571,7.12,2.0,20.5,1174,25.6,0.515,0.336,0,3.0,75.2,incorporated,flood,Samba Mahsuri,2024-07-06,2024-11-13,4.595,8.363,393.4
1015,Terai Nepal,27.12997,83.925185,0.729,6.52,0.51,31.2,1415,30.8,0.752,0.61,62,4.3,146.7,mulched,drip,Naveen,2024-07-10,2024-11-14,5.983,6.463,224.6
1016,Eastern UP,26.482078,83.429637,2.266,6.25,0.54,30.6,1365,26.0,0.49,0.307,55,1.4,85.6,incorporated,alternate_wetting_drying,IR64,2024-06-21,2024-10-18,4.247,4.324,288.7
1017,Eastern UP,26.320682,83.384768,1.206,6.31,1.2,42.0,1121,30.7,0.632,0.575,0,6.7,116.9,incorporated,alternate_wetting_drying,Naveen,2024-06-23,2024-10-08,5.833,6.967,270.4
1018,Indo-Gangetic Plain,27.145477,82.26554,1.962,6.17,1.14,30.2,1191,30.2,0.676,0.605,53,4.0,115.4,incorporated,alternate_wetting_drying,Naveen,2024-06-30,2024-10-18,5.708,6.624,270.7
1019,Coastal Andhra,16.78849,81.180142,1.257,6.27,0.51,35.7,1174,22.3,0.633,0.601,59,6.4,142.8,removed,alternate_wetting_drying,Naveen,2024-06-20,2024-10-04,5.887,5.195,268.7
1020,Coastal Andhra,16.462662,80.84263,2.279,5.85,1.78,23.1,1095,23.7,0.525,0.417,4,7.1,71.6,removed,drip,Naveen,2024-07-01,2024-10-20,5.428,7.903,187.1
1021,Terai Nepal,27.877624,84.177315,0.625,6.29,1.94,21.4,992,28.8,0.616,0.488,44,2.6,65.7,incorporated,flood,IR64,2024-06-18,2024-10-18,4.909,9.375,366.8
1022,Eastern UP,26.115096,83.523907,0.703,7.24,1.47,11.9,1089,27.8,0.846,0.704,29,6.3,0.0,removed,flood,Naveen,2024-07-14,2024-10-31,5.107,8.021,248.1
1023,Mekong Delta,9.967798,105.67076,1.126,7.1,1.91,35.9,997,32.0,0.519,0.38,75,11.4,127.4,removed,flood,MTU1010,2024-06-28,2024-10-23,5.38,9.443,355.3
1024,Coastal Andhra,16.301773,81.524823,0.97,7.24,0.56,27.3,1268,28.2,0.608,0.486,40,3.4,139.5,incorporated,flood,IR64,2024-07-05,2024-10-21,5.009,4.921,412.4
1025,Terai Nepal,27.466658,84.406424,1.09,6.62,0.91,21.1,1011,28.7,0.695,0.648,59,10.4,66.9,mulched,flood,IR64,2024-06-27,2024-10-08,5.79,6.232,360.9
1026,Coastal Andhra,16.85063,81.756404,1.399,5.23,1.66,27.1,946,28.8,0.874,0.763,4,9.3,90.8,mulched,alternate_wetting_drying,Naveen,2024-07-12,2024-11-01,6.488,8.52,285.5
1027,Coastal Andhra,16.74616,81.248711,0.524,6.82,1.72,10.0,1355,27.3,0.39,0.269,82,5.4,20.8,removed,alternate_wetting_drying,MTU1010,2024-07-09,2024-11-03,4.145,7.757,176.4
1028,Terai Nepal,27.700143,84.396192,2.66,6.89,0.4,9.0,1420,23.0,0.717,0.603,33,0.0,97.1,mulched,flood,Swarna,2024-07-10,2024-11-21,5.189,4.072,313.1
1029,Coastal Andhra,16.291511,80.903587,1.365,5.62,1.8,34.1,1607,25.7,0.675,0.534,41,3.3,94.2,removed,flood,MTU1010,2024-07-02,2024-11-09,5.505,8.187,288.0
1030,Eastern UP,26.23279,82.362666,0.667,5.69,1.1,49.2,1338,31.2,0.619,0.451,96,4.7,71.1,incorporated,flood,Samba Mahsuri,2024-06-21,2024-10-15,4.72,7.885,387.7
1031,Coastal Andhra,16.653775,81.376707,1.55,6.85,1.22,14.5,644,25.6,0.634,0.471,42,4.4,103.5,incorporated,alternate_wetting_drying,Naveen,2024-07-02,2024-10-24,5.49,6.241,277.1
1032,Eastern UP,26.123203,82.948838,1.561,6.1,1.6,33.9,1192,27.3,0.53,0.4,39,0.0,94.6,incorporated,flood,IR64,2024-07-04,2024-11-09,4.907,7.857,373.4
1033,Indo-Gangetic Plain,26.420319,81.873652,2.575,5.65,0.8,17.3,1408,23.0,0.798,0.699,71,8.7,62.5,incorporated,flood,Samba Mahsuri,2024-07-05,2024-10-30,5.749,6.144,452.3
1034,Eastern UP,26.265918,82.65886,0.889,6.71,0.91,37.7,1547,30.0,0.729,0.58,45,3.3,72.2,removed,flood,IR64,2024-06-19,2024-10-15,5.431,6.577,274.2
1035,Indo-Gangetic Plain,26.495383,81.946116,0.663,7.67,1.36,20.7,952,26.0,0.606,0.504,73,2.6,96.2,removed,flood,MTU1010,2024-07-12,2024-10-20,5.397,7.366,244.5
